id,sqli_type,db_engine,confidence
601,boolean_blind,generic,0.85
602,boolean_blind,mysql,0.85
603,error_based,oracle,1.00
604,boolean_blind,generic,0.70
605,boolean_blind,generic,0.85
606,boolean_blind,postgresql,0.85
607,union_based,mysql,1.00
608,boolean_blind,oracle,0.85
609,error_based,oracle,0.85
610,error_based,postgresql,1.00
611,time_blind,mysql,1.00
612,union_based,mysql,1.00
613,error_based,oracle,1.00
614,error_based,oracle,1.00
615,error_based,oracle,0.85
616,union_based,oracle,1.00
617,error_based,oracle,1.00
618,boolean_blind,mssql,1.00
619,boolean_blind,oracle,0.85
620,boolean_blind,mssql,0.85
621,boolean_blind,mssql,0.85
622,error_based,oracle,1.00
623,error_based,mssql,1.00
624,error_based,oracle,1.00
625,union_based,oracle,1.00
626,time_blind,postgresql,1.00
627,error_based,mysql,0.85
628,union_based,generic,1.00
629,error_based,oracle,1.00
630,error_based,postgresql,1.00
631,time_blind,mysql,1.00
632,error_based,oracle,1.00
633,error_based,oracle,1.00
634,time_blind,mysql,1.00
635,error_based,postgresql,1.00
636,union_based,mysql,1.00
637,error_based,mysql,1.00
638,error_based,oracle,1.00
639,error_based,oracle,1.00
640,time_blind,mysql,1.00
641,union_based,mysql,1.00
642,boolean_blind,generic,0.85
643,error_based,oracle,1.00
644,error_based,oracle,1.00
645,error_based,postgresql,1.00
646,time_blind,mysql,1.00
647,error_based,mysql,1.00
648,boolean_blind,generic,0.70
649,union_based,generic,1.00
650,boolean_blind,generic,0.85
651,error_based,mysql,1.00
652,boolean_blind,generic,0.70
653,error_based,oracle,0.85
654,error_based,oracle,1.00
655,union_based,mysql,1.00
656,union_based,mysql,1.00
657,error_based,oracle,1.00
658,error_based,oracle,1.00
659,error_based,oracle,1.00
660,error_based,oracle,1.00
661,boolean_blind,generic,0.70
662,error_based,oracle,1.00
663,union_based,mysql,1.00
664,boolean_blind,oracle,0.85
665,error_based,oracle,1.00
666,error_based,oracle,1.00
667,error_based,oracle,1.00
668,error_based,oracle,1.00
669,time_blind,postgresql,1.00
670,boolean_blind,generic,0.85
671,error_based,mssql,1.00
672,boolean_blind,generic,0.70
673,boolean_blind,generic,0.85
674,boolean_blind,mysql,0.85
675,time_blind,postgresql,1.00
676,boolean_blind,generic,0.85
677,union_based,generic,1.00
678,boolean_blind,mysql,0.85
679,error_based,oracle,1.00
680,error_based,mysql,1.00
681,error_based,oracle,1.00
682,error_based,oracle,1.00
683,union_based,generic,1.00
684,union_based,mysql,1.00
685,error_based,mysql,0.85
686,error_based,oracle,1.00
687,error_based,postgresql,1.00
688,error_based,oracle,1.00
689,boolean_blind,generic,0.70
690,error_based,oracle,1.00
691,error_based,oracle,1.00
692,error_based,oracle,1.00
693,error_based,postgresql,1.00
694,error_based,postgresql,1.00
695,error_based,oracle,1.00
696,time_blind,mysql,1.00
697,error_based,mysql,1.00
698,error_based,oracle,1.00
699,time_blind,mysql,1.00
700,boolean_blind,mysql,0.85
